,bandwidth,pervasive_freq,signal_strength,signal_envelope,genre
0,-0.09552666130843902,-0.46456264222795646,-0.6444846993069309,-0.470171701901052,Rock
1,0.7219962624984654,0.6781870866916133,0.37454473202645033,-0.48241820890931664,Rock
2,1.13262479678387,-0.24965468497105717,1.0401857716343252,0.4114747603216313,Rock
3,-0.24880810109549498,-0.3079753767847646,-0.3018513832931417,-0.5814568061501953,Rock
4,-0.5824002013823114,-0.4717808618378667,-0.38593831639313075,-0.4732586520808832,Rock
5,-0.13326479195049895,-0.1828780577743137,0.5286093208325505,0.48459796422674656,Rock
6,-0.500490150398837,-0.33101509644502236,0.6244811471278451,0.7785290307607157,Rock
7,-1.1464671826756438,-0.5702462422380079,-1.0099462225607294,-0.48359510258249594,Rock
8,-0.9471664588102641,-0.31979628285912637,-1.0652583628993666,-0.257361924825525,Rock
9,-0.500429765714515,-0.46906455909598044,-0.4601416552582745,-0.19427129028836881,Rock
10,0.6470424596824361,0.040043194202776876,1.6442796730614777,1.2951556314931658,Rock
11,-0.3528935607070592,3.3615473693048292,0.3134473619645546,0.03288311371862116,Rock
12,-0.7029060678559429,-0.4463103003175233,0.015013068722533681,0.704315478289617,Rock
13,-0.052845356029638677,-0.006682345180373836,-0.7907867359926051,-0.8620126108468646,Rock
14,1.3378259170639144,-0.39763435557679216,0.5662276993789536,0.468781097213731,Rock
15,-0.5397144368911091,-0.34978649902216963,0.2791611351025278,0.27271083585534117,Rock
16,0.3045650804515177,0.8043914303412834,-0.7695413361037701,-0.8794435890300156,Rock
17,-0.12613373501042563,-0.5474964597601454,-0.48351373313295154,-0.0912114899320445,Rock
18,0.3984099722148594,0.3354003702721297,1.4176527023656915,1.1241576224685956,Rock
19,-0.46489799355280026,-0.505364409148089,-0.5668939118956805,-0.1109361380557808,Rock
20,0.1599467195325426,-0.04690173449923413,0.9842086139356528,0.1216934418419289,Rock
21,-0.01578829939063948,-0.5183708123064791,0.08122123025443492,0.1515913325660151,Rock
22,-0.5787395930488319,-0.25964347595138465,0.3293596706179161,-0.3504367705959566,Rock
23,-0.6837789915238945,-0.5422483769649417,-0.11702764722730054,-0.3178643665396826,Rock
24,0.20790858516919877,-0.2068867639323045,-0.27029778637558205,-0.4482345385913024,Rock
25,-0.5071732094595212,-0.10379201327074307,-0.7101166449187244,-0.13875949164979023,Rock
26,0.05412545573065362,-0.25165303546390844,-0.5780247670836759,-0.5603292438697897,Rock
27,0.46656592274534814,0.6181154383229137,1.0975566757238644,1.2457033379514342,Rock
28,0.6794554025381023,3.9409627045554347,-0.0004010973705543183,0.1307371809532547,Rock
29,-0.6350471502383556,-0.5624949061198043,0.034301662703077294,0.1240946193725371,Rock
30,0.8059889936392984,-0.08513467503793776,-0.3286318306612052,-0.4468131325302532,Rock
31,-0.8730964608305513,-0.44630223880854103,-0.9960060091287666,-0.5663870270483675,Rock
32,-0.8958861628976204,-0.5772920972138814,-0.833703042808038,-0.6327117234745261,Rock
33,-0.3741092638741647,-0.47095724251085386,0.818492312968244,0.5361471049694194,Rock
34,-0.35176101699104545,-0.2016617802845696,0.3005312799828145,0.9546636715799096,Rock
35,0.06391654705420534,-0.45890507243250456,0.27489871571794205,0.6089408984317677,Rock
36,-0.8744266921543254,-0.589884644969254,-0.8758267616433874,-0.6954468193313754,Rock
37,0.04077680242421019,-0.3249639071043079,0.3564200159430058,-0.10144911730076112,Rock
38,-0.39676227889277815,-0.5254833317852282,0.5165098189480619,0.5279245711190249,Rock
39,-0.9417409327654133,-0.4575588335133659,-1.105327799727217,-0.542752726163701,Rock
40,-0.7620594085316368,-0.388039524464956,0.06016058690876029,0.047858262184080194,Rock
41,-0.09455202216486612,-0.3541875975332417,0.01447502820432617,0.0718058024535464,Rock
42,0.5701828449827544,-0.20415125621090352,0.022135613388759683,-0.13375529782634843,Rock
